customer_id,state,fav_tennis_player,age_group
U24638,Texas,Rafa,45+
U24642,Florida,Emma Raducanu,18-24
U2465,Ohio,Novak Djokovic,25-34
U24654,Florida,Novak Djokovic,45+
U24673,California,Rafa,18-24
U24678,Florida,Rafa Nadal,18-24
U24701,Pennsylvania,Rafael Nadal,18-24
U24712,Ohio,Serena Williams,18-24
U24743,Florida,Emma Radunanucanunu,18-24
U24745,Pennsylvania,Roger Federer,45+
U24748,Florida,Rafa,18-24
U24754,California,Serena Williams,18-24
U2476,Illinois,Roder Feedderer,25-34
U24763,California,Rafa,34-45
U24775,New York,Novak Djokovic,25-34
U2478,Illinois,Emma Raducanu,18-24
U24796,Illinois,Emma Radunanucanunu,34-45
U24812,Florida,Serena Williams,25-34
U24828,Florida,Novak Djokovic,18-24
U24836,Florida,Emma Radunanucanunu,45+
U24838,New York,Rafael Nadal,18-24
U24847,Illinois,Serena Williams,45+
U24850,New York,Rafa Nadal,45+
U24863,New York,Rafa,18-24
U2488,US State,Roder Feedderer,18-24
U24889,Pennsylvania,Queen Serena,34-45
U24893,Ohio,Novak Djokovic,18-24
U24923,Florida,Rafa Nadal,45+
U24926,New York,Roder Feedderer,18-24
U2494,California,Rafael Nadal,34-45
U24948,Ohio,Emma Radunanucanunu,18-24
U24949,Texas,Queen Serena,18-24
U2496,New York,Rafael Nadal,18-24
U24960,Texas,Emma Radunanucanunu,25-34
U24970,Texas,Rafael Nadal,18-24
U24974,New York,Serena Williams,18-24
U24978,Texas,Novak Djokovic,18-24
U24979,Ohio,Emma Raducanu,18-24
U24980,Pennsylvania,Emma Raducanu,34-45
U24988,Illinois,Rafa Nadal,25-34
U25,California,Emma Raducanu,18-24
U25008,Pennsylvania,Emma Raducanu,18-24
U25028,Texas,Queen Serena,34-45
U2503,Ohio,Emma Raducanu,25-34
U25034,US State,Rafa,45+
U25036,Florida,Emma Radunanucanunu,25-34
U25048,Texas,Queen Serena,34-45
U25050,Florida,Rafa,34-45
U25063,New York,Emma Raducanu,25-34
U25064,Florida,Rafael Nadal,34-45
U25078,California,Emma Raducanu,34-45
U25079,New York,Serena Williams,45+
U25083,Florida,Roder Feedderer,18-24
U25091,Illinois,Emma Radunanucanunu,34-45
U25102,New York,Serena Williams,18-24
U2511,California,Serena Williams,45+
U25110,Ohio,Serena Williams,45+
U2512,Pennsylvania,Serena Williams,45+
U2513,Texas,Novak Djokovic,45+
U25145,California,Rafa Nadal,25-34
U25153,Ohio,Emma Radunanucanunu,34-45
U25167,California,Rafael Nadal,45+
U25174,Illinois,Rafa,18-24
U25175,New York,Rafa,18-24
U2519,New York,Roger Federer,18-24
U25197,Pennsylvania,Queen Serena,34-45
U25211,Ohio,Rafael Nadal,18-24
U25212,Illinois,Rafael Nadal,18-24
U25215,Texas,Novak Djokovic,25-34
U25233,Florida,Rafa Nadal,34-45
U25234,Ohio,Emma Radunanucanunu,25-34
U25249,Illinois,Serena Williams,18-24
U25272,Pennsylvania,Roder Feedderer,25-34
U25287,Pennsylvania,Novak Djokovic,18-24
U2531,New York,Emma Raducanu,18-24
U25316,Florida,Rafa,34-45
U25337,Pennsylvania,Emma Raducanu,18-24
U25399,Pennsylvania,Rafa,45+
U25403,Pennsylvania,Novak Djokovic,34-45
U25468,California,Rafa Nadal,34-45
U25488,California,Rafael Nadal,45+
U25490,Illinois,Rafa,45+
U255,Pennsylvania,Emma Radunanucanunu,18-24
U25502,New York,Serena Williams,18-24
U25507,New York,Roger Federer,45+
U25517,Pennsylvania,Rafa Nadal,25-34
U25540,Ohio,Rafa,25-34
U25564,Ohio,Emma Radunanucanunu,45+
U25576,Florida,Emma Raducanu,25-34
U2559,Illinois,Rafa Nadal,45+
U25595,New York,Emma Radunanucanunu,34-45
U2560,California,Serena Williams,45+
U25639,Texas,Roger Federer,45+
U2564,Illinois,Rafa,25-34
U25643,Pennsylvania,Rafa Nadal,45+
U25676,Florida,Rafa,25-34
U25690,Illinois,Roder Feedderer,34-45
U25695,Ohio,Emma Raducanu,18-24
U25699,Illinois,Queen Serena,34-45
U25714,Illinois,Roder Feedderer,34-45
U25782,New York,Roder Feedderer,45+
U25789,California,Novak Djokovic,25-34
U25794,Ohio,Novak Djokovic,45+
U25795,Illinois,Novak Djokovic,25-34
U25809,Ohio,Rafael Nadal,25-34
U2582,New York,Rafa Nadal,34-45
U25846,New York,Roder Feedderer,18-24
U25877,California,Novak Djokovic,18-24
U25913,New York,Rafa,18-24
U25916,New York,Rafa Nadal,25-34
U25922,US State,Emma Raducanu,18-24
U25947,New York,Rafael Nadal,18-24
U25951,Ohio,Rafael Nadal,45+
U2596,Ohio,Serena Williams,45+
U25967,Texas,Rafael Nadal,45+
U25971,Florida,Emma Raducanu,18-24
U25980,Texas,Rafael Nadal,18-24
U26,New York,Rafael Nadal,18-24
U26037,California,Novak Djokovic,25-34
U26058,Pennsylvania,Emma Radunanucanunu,18-24
U26068,New York,Rafael Nadal,18-24
U26069,Illinois,Rafa Nadal,25-34
U26072,New York,Roder Feedderer,34-45
U26081,New York,Emma Radunanucanunu,18-24
U26084,Pennsylvania,Rafa,34-45
U261,Texas,Queen Serena,34-45
U26115,New York,Roger Federer,45+
U26119,Pennsylvania,Rafa,18-24
U26122,New York,Rafa Nadal,18-24
U26181,New York,Rafa Nadal,45+
U26198,Illinois,Rafa,34-45
U26203,Pennsylvania,Roder Feedderer,25-34
U26212,Florida,Serena Williams,25-34
U26221,Florida,Emma Radunanucanunu,18-24
U26227,Florida,Serena Williams,18-24
U26278,Florida,Rafa,34-45
U26308,California,Queen Serena,18-24
U26321,Texas,Rafa,18-24
U26325,Florida,Rafael Nadal,34-45
U26347,Pennsylvania,Roger Federer,34-45
U26386,Texas,Serena Williams,18-24
U26390,New York,Emma Radunanucanunu,18-24
U26411,Illinois,Serena Williams,18-24
U26424,Illinois,Emma Raducanu,45+
U26436,Florida,Rafa,45+
U26495,Ohio,Serena Williams,34-45
U26497,New York,Serena Williams,45+
U26519,Illinois,Emma Radunanucanunu,18-24
U26532,Pennsylvania,Rafa,25-34
U26536,Illinois,Roger Federer,18-24
U26539,Pennsylvania,Rafa,18-24
U26551,Florida,Rafa,25-34
U2656,Florida,Rafael Nadal,34-45
U26570,Illinois,Emma Raducanu,18-24
U26573,Pennsylvania,Rafael Nadal,45+
U26583,Texas,Rafael Nadal,34-45
U26601,Pennsylvania,Rafael Nadal,34-45
U26602,Florida,Emma Radunanucanunu,18-24
U26625,Florida,Rafa Nadal,34-45
U26634,Illinois,Rafa,25-34
U26650,California,Rafa,45+
U26676,New York,Rafa Nadal,45+
U26703,Ohio,Rafa,34-45
U26724,Illinois,Rafa,18-24
U26773,Illinois,Queen Serena,25-34
U2679,New York,Serena Williams,25-34
U26796,California,Rafa,18-24
U26807,Ohio,Roder Feedderer,18-24
U26811,Florida,Rafael Nadal,18-24
U2684,New York,Rafael Nadal,18-24
U2685,Ohio,Emma Radunanucanunu,18-24
U26855,Florida,Roder Feedderer,34-45
U26872,Illinois,Rafa Nadal,18-24
U2690,Texas,Roder Feedderer,25-34
U26922,Illinois,Rafa,18-24
U26968,Florida,Queen Serena,25-34
U26979,Florida,Emma Radunanucanunu,34-45
U26981,Illinois,Rafa Nadal,25-34
U2699,California,Rafa Nadal,18-24
U2704,Illinois,Roger Federer,25-34
U2705,Texas,Queen Serena,34-45
U27070,Pennsylvania,Emma Raducanu,45+
U27083,Texas,Rafa,18-24
U27084,California,Rafa,18-24
U27095,Illinois,Serena Williams,18-24
U27111,Florida,Rafael Nadal,18-24
U27132,Florida,Rafael Nadal,18-24
U27156,Pennsylvania,Rafa Nadal,18-24
U2716,Illinois,Rafa,25-34
U27163,Texas,Serena Williams,45+
U27166,Pennsylvania,Serena Williams,18-24
U27184,New York,Novak Djokovic,25-34
U27188,New York,Novak Djokovic,34-45
U2720,Ohio,Novak Djokovic,18-24
U27218,Florida,Rafa,18-24
U27226,Ohio,Roder Feedderer,25-34
U27229,Illinois,Rafael Nadal,18-24
U27231,Texas,Emma Raducanu,34-45
U27236,New York,Rafa,18-24
U27256,Florida,Rafa,18-24
U27264,New York,Rafa,45+
U2730,Ohio,Novak Djokovic,18-24
U27325,New York,Rafa,45+
U27336,Ohio,Novak Djokovic,18-24
U2734,Illinois,Emma Raducanu,34-45
U27360,Ohio,Rafa,18-24
U27367,Ohio,Rafa Nadal,25-34
U27380,Texas,Emma Raducanu,45+
U27384,California,Roder Feedderer,45+
U27415,Pennsylvania,Rafa Nadal,25-34
U27420,California,Rafael Nadal,25-34
U27422,Ohio,Serena Williams,34-45
U27425,Texas,Rafael Nadal,18-24
U27436,Florida,Rafael Nadal,25-34
U27441,Illinois,Rafa,18-24
U27462,Ohio,Rafael Nadal,18-24
U27514,Ohio,Emma Raducanu,25-34
U27520,Florida,Rafael Nadal,34-45
U27527,Pennsylvania,Serena Williams,18-24
U27536,California,Emma Raducanu,18-24
U27537,Texas,Queen Serena,34-45
U27538,California,Roger Federer,25-34
U27569,Pennsylvania,Rafa,18-24
U27578,Ohio,Rafael Nadal,34-45
U2758,Florida,Novak Djokovic,34-45
U27591,Pennsylvania,Roder Feedderer,18-24
U27600,Ohio,Roger Federer,34-45
U27608,Texas,Rafa,45+
U27620,Florida,Rafa,45+
U27626,Illinois,Novak Djokovic,34-45
U2763,Pennsylvania,Rafa,34-45
U27651,Florida,Rafael Nadal,18-24
U27654,Pennsylvania,Rafa,45+
U27664,Pennsylvania,Rafa,25-34
U27667,Texas,Rafa,45+
U27699,Florida,Emma Radunanucanunu,18-24
U27722,Illinois,Roger Federer,34-45
U27729,Illinois,Rafa,34-45
U27733,New York,Rafa Nadal,18-24
U27752,Ohio,Emma Radunanucanunu,25-34
U27761,Ohio,Roger Federer,45+
U27773,Illinois,Roder Feedderer,45+
U27779,Texas,Roder Feedderer,18-24
U27792,Pennsylvania,Roder Feedderer,45+
U27806,Pennsylvania,Rafa Nadal,18-24
U27818,Pennsylvania,Rafa Nadal,34-45
U27831,US State,Rafa,34-45
U27836,Texas,Serena Williams,18-24
U27842,California,Queen Serena,18-24
U27845,Illinois,Roger Federer,34-45
U27851,California,Emma Raducanu,45+
U27863,Texas,Roger Federer,45+
U2791,California,Novak Djokovic,34-45
U27921,Illinois,Rafael Nadal,45+
U27922,California,Serena Williams,18-24
U27928,US State,Rafa,25-34
U27944,Texas,Rafa Nadal,45+
U27956,Pennsylvania,Emma Raducanu,25-34
U27961,Illinois,Emma Radunanucanunu,45+
U27967,Pennsylvania,Emma Raducanu,45+
U27968,Ohio,Rafael Nadal,18-24
U28049,Ohio,Emma Radunanucanunu,18-24
U28061,Texas,Emma Raducanu,18-24
U28076,Florida,Serena Williams,18-24
U28094,Pennsylvania,Novak Djokovic,18-24
U28097,Ohio,Serena Williams,25-34
U281,Illinois,Queen Serena,45+
U28106,New York,Rafael Nadal,34-45
U2812,New York,Rafael Nadal,45+
U28130,Ohio,Rafa Nadal,25-34
U28136,Texas,Emma Raducanu,18-24
U28145,Texas,Novak Djokovic,34-45
U28161,Ohio,Serena Williams,18-24
U28185,Florida,Roger Federer,18-24
U28197,Florida,Rafa,18-24
U28216,Ohio,Rafael Nadal,34-45
U28234,Ohio,Emma Radunanucanunu,18-24
U28239,Pennsylvania,Emma Raducanu,45+
U28244,Pennsylvania,Rafael Nadal,18-24
U28246,Ohio,Roger Federer,18-24
U28251,Ohio,Serena Williams,18-24
U2826,California,Rafael Nadal,45+
U28269,Pennsylvania,Rafa Nadal,45+
U28275,California,Emma Radunanucanunu,45+
U2831,Ohio,Roger Federer,25-34
U28312,Ohio,Rafa,18-24
U28317,New York,Roder Feedderer,34-45
U28364,Ohio,Rafa,25-34
U2837,Pennsylvania,Rafael Nadal,45+
U2839,California,Roger Federer,45+
U28397,California,Rafa,34-45
U28398,New York,Queen Serena,18-24
U28420,Illinois,Serena Williams,45+
U28426,Illinois,Rafael Nadal,18-24
U28453,Florida,Rafa,45+
U28456,Ohio,Emma Raducanu,25-34
U28477,Texas,Novak Djokovic,18-24
U28491,New York,Roder Feedderer,45+
U28498,Texas,Rafa Nadal,34-45
U28509,Florida,Novak Djokovic,18-24
U28534,Ohio,Roder Feedderer,18-24
U28547,California,Emma Raducanu,45+
U28591,Florida,Novak Djokovic,18-24
U28599,Texas,Roger Federer,25-34
U28616,Ohio,Emma Raducanu,45+
U28617,US State,Rafa Nadal,18-24
U28623,Illinois,Novak Djokovic,45+
U28661,Ohio,Serena Williams,34-45
U28671,Texas,Rafael Nadal,25-34
U28697,Illinois,Rafael Nadal,34-45
U28700,Florida,Roder Feedderer,25-34
U2872,US State,Rafa,34-45
U28721,Florida,Rafael Nadal,34-45
U28732,Texas,Roger Federer,45+
U28740,Texas,Rafa,45+
U28750,Pennsylvania,Roger Federer,25-34
U28766,Illinois,Rafael Nadal,25-34
U28767,Illinois,Queen Serena,18-24
U28782,New York,Roger Federer,34-45
U28785,California,Roder Feedderer,18-24
U28804,Texas,Rafa,18-24
U28815,Illinois,Roger Federer,25-34
U28820,Pennsylvania,Rafa,18-24
U2883,Illinois,Rafa,25-34
U2884,Ohio,Rafa,25-34
U28846,Ohio,Roger Federer,45+
U28856,New York,Novak Djokovic,25-34
U28857,Texas,Rafael Nadal,45+
U28864,Texas,Emma Raducanu,18-24
U28872,California,Rafael Nadal,45+
U28876,Ohio,Roger Federer,18-24
U28877,Illinois,Novak Djokovic,45+
U28890,Illinois,Emma Radunanucanunu,45+
U28893,Texas,Rafa,34-45
U28906,Texas,Emma Raducanu,45+
U28940,Pennsylvania,Rafa,18-24
U28944,Texas,Novak Djokovic,45+
U28950,Illinois,Roder Feedderer,34-45
U28952,Florida,Emma Raducanu,25-34
U28960,New York,Emma Raducanu,25-34
U28964,Ohio,Emma Radunanucanunu,45+
U28967,California,Roger Federer,25-34
U28968,California,Serena Williams,34-45
U28973,California,Queen Serena,34-45
U28985,Florida,Rafa,34-45
U28989,Illinois,Roger Federer,18-24
U29035,Ohio,Emma Radunanucanunu,45+
U29042,California,Rafa,18-24
U29059,New York,Rafael Nadal,25-34
U29114,Texas,Rafael Nadal,25-34
U29123,Pennsylvania,Serena Williams,34-45
U29128,Florida,Rafael Nadal,34-45
U29135,New York,Emma Radunanucanunu,45+
U2914,Florida,Rafael Nadal,34-45
U29167,California,Roger Federer,25-34
U29184,Ohio,Emma Radunanucanunu,25-34
U29249,Ohio,Emma Radunanucanunu,25-34
U2926,Pennsylvania,Emma Raducanu,34-45
U2927,New York,Rafa,45+
U29290,Ohio,Queen Serena,25-34
U29293,Illinois,Rafa,45+
U29297,California,Rafael Nadal,18-24
U29322,California,Queen Serena,45+
U29335,Florida,Serena Williams,45+
U29341,Florida,Emma Raducanu,34-45
U29359,Ohio,Emma Radunanucanunu,18-24
U29367,Texas,Emma Radunanucanunu,18-24
U29372,Texas,Roder Feedderer,18-24
U2938,Pennsylvania,Emma Raducanu,18-24
U29383,New York,Emma Radunanucanunu,34-45
U29403,Pennsylvania,Rafa,25-34
U29416,California,Rafael Nadal,45+
U2943,Florida,Queen Serena,18-24
U29444,Pennsylvania,Emma Radunanucanunu,25-34
U29508,Ohio,Serena Williams,25-34
U29517,Texas,Emma Radunanucanunu,45+
U29521,Florida,Rafael Nadal,45+
U29524,New York,Queen Serena,25-34
U29540,New York,Roder Feedderer,18-24
U29554,California,Emma Raducanu,25-34
U29560,Pennsylvania,Rafa,18-24
U29572,Illinois,Rafa Nadal,18-24
U29585,Texas,Roder Feedderer,18-24
U29593,Ohio,Novak Djokovic,25-34
U29599,Pennsylvania,Rafa,25-34
U29603,Illinois,Emma Radunanucanunu,45+
U29649,California,Rafael Nadal,45+
U29652,Pennsylvania,Queen Serena,18-24
U29660,Pennsylvania,Emma Raducanu,18-24
U29708,California,Novak Djokovic,18-24
U29726,New York,Rafa,34-45
U29729,Ohio,Emma Raducanu,25-34
U29737,Pennsylvania,Emma Radunanucanunu,34-45
U29743,Texas,Rafael Nadal,45+
U29764,New York,Serena Williams,18-24
U29766,Florida,Novak Djokovic,25-34
U29773,Florida,Emma Raducanu,18-24
U29820,Illinois,Novak Djokovic,18-24
U29873,Illinois,Queen Serena,18-24
U29889,Pennsylvania,Rafa,25-34
U29914,Texas,Emma Radunanucanunu,18-24
U29919,Florida,Roder Feedderer,34-45
U2992,Ohio,Novak Djokovic,34-45
U29939,New York,Rafael Nadal,45+
U29940,Texas,Rafa,18-24
U29950,Illinois,Emma Radunanucanunu,45+
U29974,Pennsylvania,Rafa,18-24
U29978,Illinois,Serena Williams,45+
U29989,Texas,Emma Raducanu,45+
U29990,Pennsylvania,Rafael Nadal,34-45
U29997,Florida,Rafael Nadal,18-24
U3000,Florida,Emma Radunanucanunu,45+
U30011,Florida,Novak Djokovic,45+
U30052,California,Serena Williams,18-24
U30060,Texas,Rafa,34-45
U30066,California,Emma Raducanu,18-24
U30094,Texas,Novak Djokovic,45+
U30105,US State,Emma Raducanu,34-45
U3011,Illinois,Serena Williams,34-45
U30117,Ohio,Rafael Nadal,45+
U30182,Ohio,Rafa Nadal,45+
U30185,New York,Roger Federer,18-24
U30194,Florida,Rafael Nadal,18-24
U30196,Illinois,Rafa Nadal,45+
U30197,California,Rafa,18-24
U30198,New York,Roger Federer,18-24
U30206,US State,Rafa,45+
U30211,Pennsylvania,Serena Williams,18-24
U30264,California,Rafa,18-24
U30266,Pennsylvania,Rafa Nadal,18-24
U30267,Ohio,Rafa Nadal,34-45
U30330,Ohio,Emma Raducanu,34-45
U30333,Illinois,Novak Djokovic,25-34
U30337,California,Serena Williams,18-24
U30342,New York,Emma Raducanu,18-24
U30346,Texas,Rafa Nadal,45+
U30354,Ohio,Queen Serena,34-45
U30364,New York,Rafael Nadal,18-24
U30369,Texas,Serena Williams,18-24
U30373,Florida,Roder Feedderer,34-45
U3039,California,Rafael Nadal,45+
U30398,Ohio,Novak Djokovic,34-45
U30401,New York,Novak Djokovic,18-24
U30408,Texas,Rafael Nadal,25-34
U30415,Texas,Serena Williams,18-24
U30437,Ohio,Roder Feedderer,18-24
U30445,Illinois,Rafa Nadal,18-24
U30461,Pennsylvania,Rafa,25-34
U30471,California,Emma Raducanu,18-24
U30477,Florida,Novak Djokovic,34-45
U30531,Texas,Rafa,18-24
U30536,Florida,Rafael Nadal,18-24
U30547,New York,Emma Raducanu,25-34
U30554,New York,Roder Feedderer,18-24
U30557,Texas,Queen Serena,18-24
U30568,Illinois,Rafael Nadal,45+
U30571,Pennsylvania,Rafa,18-24
U30577,Florida,Rafa,45+
U30585,Florida,Rafael Nadal,34-45
U306,Illinois,Rafa,18-24
U30608,Florida,Rafa,25-34
U30615,Illinois,Rafael Nadal,18-24
U3063,Illinois,Rafa,34-45
U30632,Pennsylvania,Emma Raducanu,18-24
U30633,California,Rafa Nadal,34-45
U30636,Pennsylvania,Rafa,34-45
U30646,Ohio,Rafa,18-24
U30648,Pennsylvania,Rafa,18-24
U30657,New York,Emma Radunanucanunu,18-24
U30685,Ohio,Rafa Nadal,25-34
U30708,Texas,Rafa,18-24
U30721,California,Rafa Nadal,25-34
U30726,Pennsylvania,Rafa Nadal,45+
U30733,Florida,Novak Djokovic,18-24
U3076,Pennsylvania,Rafael Nadal,25-34
U30772,US State,Novak Djokovic,45+
U30781,Texas,Serena Williams,25-34
U30782,Florida,Emma Raducanu,25-34
U30827,California,Rafa,25-34
U30842,Texas,Rafael Nadal,45+
U30845,Texas,Queen Serena,25-34
U30870,Pennsylvania,Serena Williams,25-34
U30876,Texas,Queen Serena,45+
U30908,California,Rafael Nadal,25-34
U30925,Florida,Novak Djokovic,18-24
U30942,Illinois,Serena Williams,34-45
U30966,Ohio,Roder Feedderer,45+
U3097,New York,Rafa,18-24
U30976,Pennsylvania,Serena Williams,18-24
U30990,Texas,Roder Feedderer,18-24
U30992,Florida,Rafa,18-24
U30996,New York,Rafa Nadal,25-34
U31013,New York,Queen Serena,45+
U31018,Illinois,Rafa,18-24
U31022,Illinois,Rafael Nadal,45+
U31032,Florida,Roger Federer,25-34
U31054,Pennsylvania,Roger Federer,25-34
U31062,New York,Queen Serena,18-24
U31063,Illinois,Rafa Nadal,25-34
U31085,Texas,Emma Raducanu,45+
U31087,Illinois,Rafael Nadal,18-24
U31107,Illinois,Rafa,18-24
U31108,Illinois,Emma Raducanu,18-24
U31116,Florida,Queen Serena,25-34
U31131,California,Rafa,18-24
U31142,Illinois,Rafael Nadal,45+
U31145,Texas,Serena Williams,34-45
U31154,Florida,Rafa,18-24
U31172,Florida,Queen Serena,25-34
U312,California,Rafa,18-24
U3120,Texas,Rafa,45+
U31200,Texas,Rafa,34-45
U31202,New York,Rafa,34-45
U31206,Ohio,Roder Feedderer,45+
U31224,Ohio,Rafael Nadal,18-24
U31234,Florida,Roder Feedderer,18-24
U31238,Texas,Rafael Nadal,45+
U3126,Florida,Roger Federer,25-34
U31261,Texas,Emma Radunanucanunu,45+
U31264,Pennsylvania,Emma Radunanucanunu,25-34
U31284,New York,Rafa Nadal,25-34
U3131,Illinois,Rafael Nadal,45+
U31315,Florida,Serena Williams,25-34
U31324,Illinois,Roder Feedderer,18-24
U31328,Illinois,Rafa Nadal,18-24
U31331,California,Queen Serena,45+
U31341,Ohio,Emma Raducanu,34-45
U31350,California,Queen Serena,25-34
U31352,California,Rafa,18-24
U31362,Pennsylvania,Rafa Nadal,18-24
U31372,Illinois,Rafa,25-34
U31379,Ohio,Rafael Nadal,18-24
U31380,Florida,Serena Williams,45+
U31388,New York,Rafa,25-34
U31416,New York,Emma Raducanu,18-24
U31439,Illinois,Queen Serena,45+
U3156,Florida,Roger Federer,18-24
U31587,Texas,Rafa Nadal,25-34
U3160,California,Rafael Nadal,45+
U31603,Florida,Serena Williams,34-45
U31623,Ohio,Rafa,34-45
U31675,California,Novak Djokovic,18-24
U31679,California,Novak Djokovic,34-45
U31704,Ohio,Roder Feedderer,45+
U31715,Pennsylvania,Rafa,25-34
U31737,New York,Emma Raducanu,45+
U31763,Texas,Roder Feedderer,45+
U31806,Pennsylvania,Novak Djokovic,25-34
U31831,Illinois,Rafa Nadal,25-34
U31835,Ohio,Roder Feedderer,34-45
U31858,Texas,Roger Federer,18-24
U31863,New York,Rafael Nadal,34-45
U3187,California,Rafa Nadal,45+
U319,California,Emma Radunanucanunu,18-24
U31908,New York,Emma Raducanu,25-34
U31915,US State,Novak Djokovic,18-24
U3192,Illinois,Rafa Nadal,45+
U31925,Illinois,Rafael Nadal,45+
U31938,Pennsylvania,Roger Federer,18-24
U31950,Texas,Emma Radunanucanunu,18-24
U31976,Illinois,Rafa Nadal,18-24
U32008,Ohio,Novak Djokovic,18-24
U32025,Texas,Queen Serena,18-24
U32045,California,Rafael Nadal,34-45
U32051,New York,Emma Radunanucanunu,18-24
U32057,Pennsylvania,Rafael Nadal,18-24
U32059,New York,Roger Federer,18-24
U32084,Ohio,Queen Serena,18-24
U32087,Texas,Roder Feedderer,18-24
U32090,Ohio,Roder Feedderer,45+
U32126,Pennsylvania,Novak Djokovic,25-34
U32135,Illinois,Roger Federer,18-24
U3215,Illinois,Rafa,34-45
U32159,Illinois,Queen Serena,18-24
U32166,New York,Queen Serena,18-24
U32174,Ohio,Rafa Nadal,34-45
U32178,California,Rafa,45+
U32183,California,Rafa Nadal,18-24
U32185,Florida,Roger Federer,18-24
U32186,Illinois,Roder Feedderer,18-24
U32199,Florida,Rafael Nadal,45+
U322,New York,Emma Raducanu,34-45
U32202,Texas,Novak Djokovic,34-45
U32219,Florida,Emma Radunanucanunu,45+
U32230,Pennsylvania,Queen Serena,18-24
U32267,Texas,Emma Raducanu,45+
U32271,Florida,Roger Federer,18-24
U32272,Texas,Roder Feedderer,18-24
U32274,Pennsylvania,Roder Feedderer,25-34
U32289,Ohio,Emma Raducanu,45+
U32300,California,Emma Radunanucanunu,18-24
U3231,Texas,Roder Feedderer,18-24
U32312,New York,Serena Williams,25-34
U32314,Florida,Rafa,45+
U32386,Illinois,Serena Williams,18-24
U32392,Pennsylvania,Emma Raducanu,34-45
U3241,Pennsylvania,Rafael Nadal,25-34
U32412,New York,Emma Radunanucanunu,18-24
U32422,Florida,Rafael Nadal,45+
U32423,Florida,Novak Djokovic,25-34
U32426,Illinois,Rafa Nadal,45+
U32444,Florida,Rafa Nadal,18-24
U32454,Texas,Emma Radunanucanunu,34-45
U32467,Florida,Novak Djokovic,18-24
U32480,Ohio,Rafa Nadal,18-24
U32483,Texas,Rafa,18-24
U32497,Illinois,Emma Radunanucanunu,25-34
U32519,California,Rafael Nadal,34-45
U32521,New York,Roder Feedderer,25-34
U32527,New York,Rafa Nadal,18-24
U32529,Pennsylvania,Queen Serena,34-45
U32566,California,Serena Williams,34-45
U32603,California,Emma Radunanucanunu,18-24
U3261,Texas,Rafael Nadal,45+
U32614,Texas,Rafa Nadal,34-45
U32635,Ohio,Roder Feedderer,18-24
U32639,Illinois,Roder Feedderer,25-34
U3265,US State,Emma Radunanucanunu,34-45
U32660,Ohio,Novak Djokovic,34-45
U32679,Texas,Emma Radunanucanunu,25-34
U32680,Texas,Roger Federer,18-24
U3269,New York,Queen Serena,18-24
U32696,Ohio,Serena Williams,25-34
U32702,US State,Rafael Nadal,34-45
U32709,California,Roger Federer,18-24
U32727,Texas,Rafa,18-24
U32739,Pennsylvania,Rafa Nadal,45+
U32767,Texas,Novak Djokovic,18-24
U32782,US State,Serena Williams,45+
U32797,California,Rafa,45+
U32807,Florida,Rafael Nadal,18-24
U32820,Ohio,Roger Federer,34-45
U32821,New York,Roder Feedderer,45+
U32822,US State,Novak Djokovic,18-24
U3283,California,Rafa Nadal,45+
U32853,Texas,Rafael Nadal,45+
U32862,Florida,Emma Radunanucanunu,18-24
U32863,New York,Rafael Nadal,18-24
U3291,Pennsylvania,Rafa Nadal,18-24
U32935,Pennsylvania,Emma Raducanu,34-45
U32938,Florida,Rafa Nadal,18-24
U32941,New York,Rafael Nadal,18-24
U32950,Pennsylvania,Roder Feedderer,45+
U3296,California,Queen Serena,34-45
U32971,Ohio,Novak Djokovic,25-34
U32979,California,Emma Raducanu,25-34
U32991,US State,Rafa,25-34
U33002,New York,Roger Federer,25-34
U33009,Pennsylvania,Serena Williams,18-24
U33019,Texas,Roger Federer,45+
U33041,New York,Emma Raducanu,18-24
U33047,New York,Rafa,45+
U33054,New York,Emma Radunanucanunu,18-24
U33076,Texas,Serena Williams,18-24
U33083,Texas,Roger Federer,45+
U33085,New York,Roger Federer,45+
U33090,Illinois,Emma Radunanucanunu,45+
U33096,New York,Rafael Nadal,18-24
U33106,Illinois,Novak Djokovic,45+
U33114,New York,Emma Radunanucanunu,45+
U33120,Ohio,Emma Raducanu,18-24
U33126,Pennsylvania,Roder Feedderer,25-34
U33129,Ohio,Roder Feedderer,18-24
U33136,California,Serena Williams,25-34
U33144,US State,Novak Djokovic,25-34
U33162,Ohio,Emma Raducanu,18-24
U33166,New York,Roger Federer,45+
U33176,Pennsylvania,Roger Federer,34-45
U3319,Florida,Emma Raducanu,18-24
U33195,Illinois,Queen Serena,18-24
U33198,US State,Emma Raducanu,18-24
U33217,Pennsylvania,Roger Federer,34-45
U33269,Florida,Rafa Nadal,18-24
U33276,Illinois,Roger Federer,25-34
U3332,Florida,Rafael Nadal,25-34
U33326,Illinois,Rafa Nadal,18-24
U33335,Illinois,Rafa Nadal,45+
U3336,New York,Serena Williams,18-24
U33364,New York,Emma Raducanu,45+
U33372,Pennsylvania,Rafa,18-24
U33384,Florida,Roder Feedderer,45+
U334,California,Queen Serena,45+
U33406,New York,Rafael Nadal,45+
U33412,New York,Queen Serena,25-34
U33413,Illinois,Rafael Nadal,18-24
U33478,New York,Rafael Nadal,18-24
U33483,Florida,Rafa Nadal,34-45
U33494,Florida,Emma Radunanucanunu,25-34
