order_id,user_id,status,gender,created_at,shipped_at,delivered_at,returned_at
O14739,U11832,Cancelled,F,2023-05-09,,,
O14764,U11847,Shipped,F,2023-05-21,2023-05-23,,
O14778,U11856,Complete,F,2023-05-04,2023-05-05,2023-05-08,
O14785,U11861,Shipped,F,2020-08-21,2020-08-23,,
O14849,U11919,Complete,F,2020-03-23,2020-03-24,2020-03-27,
O14852,U11921,Shipped,F,2022-08-24,2022-08-26,,
O14858,U11927,Complete,F,2023-05-16,2023-05-17,2023-05-19,
O14860,U11927,Shipped,F,2023-02-06,2023-02-06,,
O14881,U11941,Processing,F,2022-09-07,,,
O14884,U11946,Complete,F,2021-06-21,2021-06-22,2021-06-24,
O14901,U11960,Shipped,F,2019-12-04,2019-12-05,,
O14915,U11973,Returned,F,2020-01-06,2020-01-06,2020-01-06,2020-01-06
O14942,U12002,Complete,F,2022-10-03,2022-10-02,2022-10-04,
O14951,U12007,Shipped,F,2023-04-28,2023-04-28,,
O14958,U12011,Complete,F,2021-11-09,2021-11-07,2021-11-12,
O14959,U12011,Complete,F,2023-01-21,2023-01-17,2023-01-21,
O14960,U12012,Complete,F,2022-10-15,2022-10-17,2022-10-19,
O1501,U1193,Processing,F,2023-01-01,,,
O15022,U12063,Complete,F,2020-09-26,2020-09-24,2020-09-28,
O15023,U12063,Complete,F,2023-01-19,2023-01-20,2023-01-20,
O15072,U12101,Complete,F,2023-01-19,2023-01-19,2023-01-21,
O15090,U12113,Processing,F,2023-03-27,,,
O1512,U1202,Returned,F,2022-05-05,2022-05-06,2022-05-09,2022-05-09
O15122,U12136,Shipped,F,2021-05-12,2021-05-13,,
O15149,U12162,Shipped,F,2022-02-04,2022-02-04,,
O15169,U12176,Shipped,F,2022-08-09,2022-08-08,,
O15186,U12190,Complete,F,2023-06-20,2023-06-22,2023-06-24,
O15187,U12191,Cancelled,F,2022-06-08,,,
O15190,U12193,Returned,F,2022-07-23,2022-07-22,2022-07-25,2022-07-25
O15209,U12207,Shipped,F,2021-11-19,2021-11-20,,
O15217,U12213,Complete,F,2022-03-03,2022-03-04,2022-03-04,
O15232,U12230,Returned,F,2022-03-13,2022-03-13,2022-03-16,2022-03-16
O15264,U12252,Processing,F,2023-04-05,,,
O15267,U12255,Processing,F,2021-10-30,,,
O15275,U12262,Returned,F,2022-01-06,2022-01-07,2022-01-12,2022-01-12
O15314,U12287,Complete,F,2020-10-22,2020-10-23,2020-10-28,
O15315,U12288,Complete,F,2023-06-28,2023-06-29,2023-07-03,
O1537,U1223,Shipped,F,2023-05-06,2023-05-08,,
O15376,U12332,Shipped,F,2022-09-03,2022-09-03,,
O15381,U12334,Shipped,F,2021-11-07,2021-11-08,,
O15393,U12346,Shipped,F,2022-09-24,2022-09-25,,
O15397,U12351,Shipped,F,2021-10-09,2021-10-12,,
O15402,U12356,Processing,F,2022-03-15,,,
O15414,U12368,Returned,F,2022-12-24,2022-12-23,2022-12-23,2022-12-23
O15452,U12402,Returned,F,2021-06-07,2021-06-05,2021-06-07,2021-06-07
O1546,U1230,Returned,F,2022-03-13,2022-03-14,2022-03-18,2022-03-18
O15473,U12413,Shipped,F,2021-09-23,2021-09-24,,
O15494,U12424,Complete,F,2022-05-11,2022-05-08,2022-05-12,
O15523,U12446,Returned,F,2021-01-20,2021-01-21,2021-01-26,2021-01-26
O15544,U12467,Cancelled,F,2022-12-08,,,
O15575,U12486,Shipped,F,2022-09-28,2022-10-01,,
O15584,U12492,Shipped,F,2022-01-17,2022-01-19,,
O15594,U12501,Shipped,F,2022-09-13,2022-09-15,,
O15597,U12503,Shipped,F,2021-02-08,2021-02-10,,
O15602,U12508,Processing,F,2022-03-24,,,
O15607,U12511,Returned,F,2022-04-23,2022-04-22,2022-04-25,2022-04-25
O15636,U12538,Complete,F,2022-12-23,2022-12-21,2022-12-26,
O15646,U12547,Complete,F,2022-10-21,2022-10-18,2022-10-22,
O15660,U12558,Shipped,F,2022-04-28,2022-04-27,,
O15690,U12585,Complete,F,2020-06-28,2020-06-29,2020-07-01,
O15691,U12586,Complete,F,2022-09-19,2022-09-18,2022-09-22,
O15696,U12587,Shipped,F,2022-11-26,2022-11-27,,
O15743,U12624,Shipped,F,2020-05-03,2020-05-04,,
O15744,U12624,Processing,F,2023-04-28,,,
O15809,U12671,Shipped,F,2022-09-27,2022-09-27,,
O15814,U12674,Processing,F,2022-01-04,,,
O15817,U12676,Shipped,F,2023-06-22,2023-06-24,,
O15843,U12694,Processing,F,2023-04-20,,,
O15877,U12730,Complete,F,2023-01-19,2023-01-17,2023-01-20,
O15878,U12731,Returned,F,2020-08-04,2020-08-05,2020-08-05,2020-08-05
O15883,U12734,Processing,F,2023-01-08,,,
O1589,U1264,Cancelled,F,2023-06-08,,,
O15892,U12740,Returned,F,2022-04-02,2022-03-31,2022-04-03,2022-04-03
O15904,U12747,Shipped,F,2023-05-26,2023-05-23,,
O15906,U12748,Shipped,F,2019-03-23,2019-03-24,,
O15907,U12748,Complete,F,2021-12-12,2021-12-13,2021-12-14,
O15923,U12757,Cancelled,F,2021-06-19,,,
O1593,U1271,Shipped,F,2022-12-29,2022-12-28,,
O15960,U12789,Complete,F,2023-05-22,2023-05-25,2023-05-27,
O15968,U12793,Shipped,F,2023-04-24,2023-04-26,,
O15999,U12818,Returned,F,2023-03-11,2023-03-11,2023-03-16,2023-03-16
O16054,U12859,Shipped,F,2023-06-30,2023-06-26,,
O16055,U12859,Complete,F,2023-06-28,2023-06-30,2023-07-01,
O16071,U12868,Cancelled,F,2022-05-12,,,
O16084,U12881,Processing,F,2022-09-12,,,
O16097,U12891,Complete,F,2019-02-11,2019-02-11,2019-02-13,
O16104,U12896,Cancelled,F,2022-09-15,,,
O1613,U1281,Shipped,F,2023-01-08,2023-01-10,,
O16172,U12941,Complete,F,2021-09-02,2021-09-04,2021-09-05,
O1621,U1289,Cancelled,F,2021-09-20,,,
O1626,U1293,Shipped,F,2023-05-23,2023-05-24,,
O16306,U13050,Complete,F,2020-02-23,2020-02-22,2020-02-24,
O16313,U13056,Cancelled,F,2022-12-01,,,
O16320,U13061,Complete,F,2021-11-16,2021-11-16,2021-11-19,
O16334,U13073,Shipped,F,2023-04-06,2023-04-08,,
O16336,U13074,Shipped,F,2023-07-01,2023-06-29,,
O16340,U13075,Processing,F,2022-06-03,,,
O16358,U13091,Shipped,F,2022-01-31,2022-02-01,,
O1640,U1305,Shipped,F,2023-02-14,2023-02-15,,
O16410,U13129,Cancelled,F,2022-09-29,,,
O16434,U13145,Complete,F,2020-04-09,2020-04-10,2020-04-10,
O16451,U13153,Shipped,F,2020-07-21,2020-07-21,,
O1646,U1312,Shipped,F,2022-11-25,2022-11-23,,
O16473,U13172,Shipped,F,2023-02-08,2023-02-09,,
O16514,U13210,Returned,F,2022-09-20,2022-09-23,2022-09-25,2022-09-25
O16538,U13222,Shipped,F,2021-10-28,2021-10-28,,
O16548,U13229,Processing,F,2023-01-21,,,
O1655,U1316,Processing,F,2022-09-12,,,
O16592,U13269,Complete,F,2023-01-01,2022-12-31,2023-01-01,
O16607,U13279,Shipped,F,2021-09-05,2021-09-05,,
O16609,U13280,Processing,F,2023-06-28,,,
O16610,U13280,Processing,F,2023-06-27,,,
O16620,U13287,Complete,F,2023-06-21,2023-06-20,2023-06-20,
O16630,U13296,Cancelled,F,2021-06-02,,,
O16640,U13304,Processing,F,2023-06-30,,,
O16641,U13305,Processing,F,2021-10-08,,,
O16655,U13315,Cancelled,F,2023-06-23,,,
O16670,U13324,Complete,F,2021-03-04,2021-03-07,2021-03-07,
O16681,U13331,Shipped,F,2022-07-12,2022-07-13,,
O16690,U13341,Cancelled,F,2022-01-01,,,
O1670,U1326,Processing,F,2023-03-28,,,
O16717,U13361,Processing,F,2023-06-22,,,
O16721,U13363,Shipped,F,2023-06-03,2023-06-01,,
O16722,U13364,Shipped,F,2022-04-19,2022-04-18,,
O16725,U13365,Processing,F,2023-01-31,,,
O16730,U13368,Complete,F,2023-05-22,2023-05-23,2023-05-24,
O16743,U13379,Shipped,F,2020-05-01,2020-04-30,,
O1676,U1330,Shipped,F,2023-06-15,2023-06-15,,
O16769,U13404,Shipped,F,2023-05-13,2023-05-13,,
O16804,U13431,Complete,F,2021-04-30,2021-05-03,2021-05-07,
O16827,U13441,Shipped,F,2023-03-12,2023-03-10,,
O16829,U13443,Cancelled,F,2022-06-15,,,
O1683,U1337,Processing,F,2022-11-23,,,
O16859,U13465,Shipped,F,2023-05-31,2023-06-01,,
O16868,U13472,Shipped,F,2021-08-23,2021-08-22,,
O16899,U13500,Processing,F,2021-11-05,,,
O16906,U13508,Shipped,F,2022-05-01,2022-04-30,,
O16925,U13524,Complete,F,2021-07-13,2021-07-10,2021-07-13,
O16929,U13528,Processing,F,2021-05-22,,,
O16951,U13544,Shipped,F,2023-06-20,2023-06-21,,
O17011,U13586,Complete,F,2022-07-21,2022-07-23,2022-07-23,
O17017,U13591,Complete,F,2022-08-28,2022-08-27,2022-08-27,
O17064,U13624,Processing,F,2022-02-04,,,
O17066,U13625,Complete,F,2023-06-10,2023-06-11,2023-06-14,
O17110,U13657,Shipped,F,2022-01-23,2022-01-20,,
O17155,U13693,Processing,F,2022-03-11,,,
O1716,U1378,Shipped,F,2022-01-09,2022-01-10,,
O17177,U13712,Shipped,F,2019-07-13,2019-07-12,,
O17189,U13719,Complete,F,2021-03-12,2021-03-13,2021-03-17,
O17190,U13719,Shipped,F,2022-08-22,2022-08-24,,
O17210,U13730,Cancelled,F,2022-10-15,,,
O17269,U13776,Complete,F,2023-06-09,2023-06-06,2023-06-08,
O17316,U13812,Shipped,F,2022-10-01,2022-10-02,,
O17325,U13818,Complete,F,2023-01-15,2023-01-16,2023-01-20,
O1735,U1391,Shipped,F,2021-06-07,2021-06-09,,
O17362,U13849,Shipped,F,2022-01-08,2022-01-09,,
O17370,U13856,Processing,F,2022-06-04,,,
O17386,U13872,Returned,F,2023-03-30,2023-03-31,2023-04-05,2023-04-05
O17403,U13884,Returned,F,2023-06-01,2023-06-02,2023-06-03,2023-06-03
O17407,U13887,Shipped,F,2020-05-27,2020-05-28,,
O17411,U13889,Shipped,F,2022-04-26,2022-04-29,,
O17415,U13893,Returned,F,2022-04-08,2022-04-07,2022-04-11,2022-04-11
O17462,U13926,Processing,F,2022-01-07,,,
O17474,U13936,Processing,F,2023-06-26,,,
O17476,U13937,Complete,F,2023-04-18,2023-04-20,2023-04-25,
O17504,U13963,Cancelled,F,2023-06-27,,,
O17505,U13964,Shipped,F,2022-09-17,2022-09-17,,
O1751,U1409,Cancelled,F,2022-05-24,,,
O17520,U13976,Cancelled,F,2023-01-28,,,
O17521,U13978,Shipped,F,2022-10-03,2022-10-04,,
O1755,U1413,Processing,F,2020-07-27,,,
O17557,U14005,Complete,F,2021-02-19,2021-02-19,2021-02-19,
O17600,U14037,Complete,F,2020-11-07,2020-11-06,2020-11-10,
O17605,U14040,Shipped,F,2023-03-06,2023-03-07,,
O17622,U14049,Shipped,F,2023-06-18,2023-06-17,,
O17625,U14050,Complete,F,2023-06-14,2023-06-16,2023-06-18,
O17688,U14100,Returned,F,2020-01-19,2020-01-22,2020-01-27,2020-01-27
O17691,U14100,Processing,F,2022-03-31,,,
O17710,U14119,Complete,F,2020-08-19,2020-08-20,2020-08-23,
O17726,U14132,Shipped,F,2022-01-21,2022-01-22,,
O17728,U14133,Shipped,F,2023-05-16,2023-05-18,,
O17736,U14137,Cancelled,F,2022-04-18,,,
O17743,U14143,Shipped,F,2021-06-13,2021-06-15,,
O17749,U14151,Shipped,F,2022-05-21,2022-05-23,,
O17756,U14155,Shipped,F,2023-02-05,2023-02-07,,
O17762,U14159,Processing,F,2023-06-22,,,
O17763,U14160,Processing,F,2021-07-29,,,
O17769,U14165,Shipped,F,2022-11-13,2022-11-13,,
O17788,U14175,Returned,F,2022-07-03,2022-07-04,2022-07-04,2022-07-04
O17791,U14178,Cancelled,F,2023-02-10,,,
O17794,U14182,Shipped,F,2023-02-03,2023-02-05,,
O17836,U14221,Cancelled,F,2021-06-19,,,
O17846,U14226,Complete,F,2022-07-09,2022-07-09,2022-07-13,
O17863,U14243,Complete,F,2022-10-04,2022-10-04,2022-10-06,
O17876,U14255,Shipped,F,2022-05-05,2022-05-08,,
O17896,U14268,Cancelled,F,2022-06-21,,,
O17897,U14268,Processing,F,2023-06-20,,,
O17898,U14268,Complete,F,2022-09-28,2022-09-29,2022-09-29,
O17914,U14282,Shipped,F,2022-03-18,2022-03-20,,
O17917,U14283,Returned,F,2022-04-15,2022-04-18,2022-04-20,2022-04-20
O17928,U14290,Complete,F,2022-07-23,2022-07-26,2022-07-30,
O17929,U14290,Cancelled,F,2023-03-09,,,
O17932,U14294,Complete,F,2022-01-21,2022-01-24,2022-01-27,
O17933,U14294,Shipped,F,2021-10-30,2021-10-30,,
O1795,U1441,Processing,F,2022-02-11,,,
O17972,U14322,Complete,F,2020-08-02,2020-08-02,2020-08-06,
O17977,U14327,Processing,F,2021-07-02,,,
O17978,U14328,Returned,F,2022-12-21,2022-12-23,2022-12-26,2022-12-26
O17995,U14343,Complete,F,2022-08-01,2022-07-29,2022-08-02,
O18,U19,Complete,F,2022-07-25,2022-07-22,2022-07-25,
O18002,U14355,Shipped,F,2021-04-07,2021-04-08,,
O18018,U14367,Processing,F,2022-03-29,,,
O18033,U14376,Processing,F,2022-08-07,,,
O18041,U14383,Shipped,F,2020-04-27,2020-04-24,,
O18045,U14385,Complete,F,2022-01-30,2022-01-28,2022-01-30,
O18064,U14404,Complete,F,2021-12-29,2021-12-29,2021-12-30,
O18081,U14419,Returned,F,2022-11-14,2022-11-14,2022-11-18,2022-11-18
O18114,U14441,Shipped,F,2022-04-12,2022-04-13,,
O18133,U14454,Returned,F,2021-05-18,2021-05-19,2021-05-22,2021-05-22
O18151,U14468,Shipped,F,2020-11-07,2020-11-07,,
O18158,U14472,Processing,F,2021-10-01,,,
O18181,U14484,Shipped,F,2022-02-19,2022-02-17,,
O18197,U14498,Shipped,F,2022-12-12,2022-12-15,,
O18213,U14509,Cancelled,F,2021-05-22,,,
O18223,U14516,Processing,F,2023-03-24,,,
O18224,U14518,Processing,F,2021-03-16,,,
O18263,U14543,Complete,F,2023-01-28,2023-01-30,2023-02-02,
O1828,U1473,Cancelled,F,2022-09-13,,,
O18303,U14576,Returned,F,2023-06-26,2023-06-24,2023-06-25,2023-06-25
O18306,U14578,Shipped,F,2022-10-18,2022-10-20,,
O18338,U14601,Complete,F,2020-06-20,2020-06-18,2020-06-19,
O18364,U14620,Processing,F,2020-11-21,,,
O18368,U14622,Complete,F,2021-07-14,2021-07-14,2021-07-19,
O18370,U14624,Cancelled,F,2021-03-26,,,
O18387,U14637,Shipped,F,2023-03-27,2023-03-27,,
O1842,U1489,Shipped,F,2022-09-19,2022-09-20,,
O1843,U1489,Shipped,F,2023-05-14,2023-05-15,,
O18439,U14682,Processing,F,2022-10-07,,,
O18444,U14686,Cancelled,F,2022-12-13,,,
O18448,U14687,Complete,F,2023-04-21,2023-04-21,2023-04-22,
O18469,U14706,Returned,F,2022-04-25,2022-04-22,2022-04-26,2022-04-26
O18479,U14715,Cancelled,F,2020-06-09,,,
O18507,U14741,Cancelled,F,2022-06-30,,,
O18578,U14793,Cancelled,F,2023-06-28,,,
O18582,U14796,Processing,F,2022-06-15,,,
O18588,U14801,Complete,F,2023-06-29,2023-06-29,2023-07-02,
O18646,U14842,Complete,F,2023-06-26,2023-06-26,2023-06-29,
O18658,U14849,Complete,F,2022-02-04,2022-02-01,2022-02-02,
O1866,U1507,Returned,F,2021-12-17,2021-12-17,2021-12-21,2021-12-21
O18665,U14855,Complete,F,2023-02-20,2023-02-21,2023-02-23,
O18669,U14856,Shipped,F,2023-03-24,2023-03-27,,
O1868,U1508,Shipped,F,2023-06-02,2023-06-02,,
O18685,U14873,Cancelled,F,2022-08-15,,,
O18689,U14875,Complete,F,2022-09-30,2022-10-02,2022-10-05,
O18709,U14894,Shipped,F,2023-06-28,2023-06-30,,
O18716,U14900,Returned,F,2020-04-15,2020-04-15,2020-04-17,2020-04-17
O1873,U1510,Complete,F,2023-06-23,2023-06-23,2023-06-26,
O18738,U14914,Processing,F,2022-09-30,,,
O18750,U14925,Returned,F,2023-01-20,2023-01-20,2023-01-22,2023-01-22
O18753,U14928,Complete,F,2020-05-12,2020-05-12,2020-05-12,
O18766,U14937,Complete,F,2022-11-28,2022-12-01,2022-12-02,
O18771,U14943,Returned,F,2023-01-06,2023-01-04,2023-01-08,2023-01-08
O18799,U14966,Returned,F,2023-04-16,2023-04-18,2023-04-20,2023-04-20
O18919,U15057,Shipped,F,2021-08-18,2021-08-19,,
O18978,U15107,Processing,F,2021-09-17,,,
O18980,U15109,Cancelled,F,2022-09-13,,,
O18990,U15119,Cancelled,F,2022-06-16,,,
O19033,U15153,Complete,F,2022-06-22,2022-06-20,2022-06-22,
O19042,U15161,Complete,F,2020-04-17,2020-04-19,2020-04-22,
O19056,U15173,Shipped,F,2023-05-10,2023-05-12,,
O19060,U15175,Returned,F,2023-06-20,2023-06-21,2023-06-22,2023-06-22
O19064,U15178,Complete,F,2023-05-14,2023-05-15,2023-05-17,
O19069,U15183,Shipped,F,2023-02-08,2023-02-06,,
O19107,U15217,Complete,F,2021-09-26,2021-09-28,2021-10-01,
O19113,U15219,Processing,F,2022-11-08,,,
O19115,U15220,Returned,F,2023-06-02,2023-05-29,2023-06-02,2023-06-02
O19154,U15262,Shipped,F,2023-04-12,2023-04-15,,
O19159,U15266,Complete,F,2020-03-17,2020-03-18,2020-03-18,
O19174,U15281,Complete,F,2023-04-16,2023-04-19,2023-04-19,
O19181,U15286,Cancelled,F,2019-05-10,,,
O1919,U1545,Processing,F,2021-08-07,,,
O19202,U15303,Cancelled,F,2022-08-11,,,
O19213,U15313,Complete,F,2021-10-07,2021-10-07,2021-10-09,
O19215,U15315,Complete,F,2023-06-28,2023-06-30,2023-07-04,
O19244,U15336,Shipped,F,2020-06-09,2020-06-11,,
O19247,U15339,Processing,F,2019-12-09,,,
O1925,U1549,Returned,F,2023-04-11,2023-04-12,2023-04-15,2023-04-15
O1927,U1549,Returned,F,2023-04-10,2023-04-10,2023-04-15,2023-04-15
O19276,U15370,Processing,F,2021-08-22,,,
O19277,U15370,Cancelled,F,2023-02-27,,,
O19294,U15383,Processing,F,2023-05-31,,,
O19346,U15418,Complete,F,2023-03-31,2023-04-02,2023-04-07,
O19353,U15426,Shipped,F,2021-04-05,2021-04-06,,
O19357,U15430,Cancelled,F,2023-06-09,,,
O19364,U15434,Cancelled,F,2023-03-14,,,
O19365,U15434,Shipped,F,2022-05-29,2022-06-01,,
O19368,U15437,Processing,F,2023-05-02,,,
O19446,U15492,Complete,F,2022-06-02,2022-06-04,2022-06-08,
O19459,U15499,Shipped,F,2021-05-08,2021-05-10,,
O19471,U15508,Shipped,F,2023-01-03,2023-01-06,,
O19473,U15510,Processing,F,2022-01-14,,,
O19480,U15519,Complete,F,2021-08-25,2021-08-25,2021-08-27,
O19505,U15545,Processing,F,2021-11-22,,,
O19536,U15568,Complete,F,2022-09-10,2022-09-13,2022-09-17,
O19555,U15579,Processing,F,2023-02-09,,,
O19577,U15597,Complete,F,2019-05-20,2019-05-19,2019-05-22,
O19591,U15608,Returned,F,2022-12-02,2022-12-03,2022-12-08,2022-12-08
O19610,U15621,Shipped,F,2022-10-05,2022-10-06,,
O1962,U1582,Shipped,F,2023-06-29,2023-07-01,,
O19629,U15646,Complete,F,2023-03-26,2023-03-26,2023-03-27,
O19635,U15653,Cancelled,F,2023-04-30,,,
O19647,U15664,Complete,F,2023-03-23,2023-03-25,2023-03-26,
O19681,U15697,Cancelled,F,2023-04-13,,,
O19732,U15739,Processing,F,2021-04-10,,,
O19733,U15740,Shipped,F,2023-06-13,2023-06-16,,
O19743,U15745,Returned,F,2020-11-11,2020-11-09,2020-11-11,2020-11-11
O19744,U15745,Processing,F,2021-01-17,,,
O19788,U15787,Returned,F,2023-01-12,2023-01-13,2023-01-16,2023-01-16
O19803,U15806,Cancelled,F,2021-01-12,,,
O19807,U15809,Processing,F,2022-03-21,,,
O19811,U15811,Processing,F,2020-01-16,,,
O19858,U15847,Shipped,F,2022-11-25,2022-11-22,,
O1987,U1603,Processing,F,2022-06-12,,,
O19897,U15889,Complete,F,2021-09-04,2021-09-06,2021-09-08,
O19898,U15889,Complete,F,2022-07-06,2022-07-07,2022-07-08,
O1991,U1606,Shipped,F,2022-01-10,2022-01-11,,
O19913,U15899,Complete,F,2022-09-15,2022-09-15,2022-09-17,
O19919,U15902,Returned,F,2022-10-27,2022-10-26,2022-10-28,2022-10-28
O19938,U15915,Processing,F,2023-02-10,,,
O19957,U15931,Shipped,F,2023-04-05,2023-04-06,,
O19961,U15933,Shipped,F,2023-01-06,2023-01-04,,
O19967,U15936,Shipped,F,2023-02-15,2023-02-15,,
O19982,U15954,Cancelled,F,2022-07-31,,,
O20029,U15994,Returned,F,2022-08-10,2022-08-11,2022-08-13,2022-08-13
O20031,U15994,Cancelled,F,2021-02-07,,,
O20036,U15998,Complete,F,2022-12-08,2022-12-08,2022-12-11,
O20057,U16017,Shipped,F,2020-09-22,2020-09-23,,
O20081,U16036,Complete,F,2020-02-17,2020-02-18,2020-02-23,
O20095,U16049,Cancelled,F,2022-04-23,,,
O20101,U16054,Shipped,F,2022-01-11,2022-01-10,,
O20113,U16064,Cancelled,F,2022-07-19,,,
O20117,U16068,Complete,F,2021-07-16,2021-07-13,2021-07-18,
O20127,U16072,Processing,F,2022-12-18,,,
O20146,U16087,Complete,F,2023-01-02,2022-12-31,2023-01-04,
O2015,U1628,Shipped,F,2023-06-27,2023-06-29,,
O20156,U16097,Shipped,F,2023-05-21,2023-05-22,,
O20197,U16134,Processing,F,2020-11-14,,,
O20226,U16158,Shipped,F,2021-12-07,2021-12-08,,
O20242,U16172,Complete,F,2021-06-21,2021-06-23,2021-06-24,
O20250,U16180,Processing,F,2020-02-10,,,
O20265,U16190,Processing,F,2023-03-27,,,
O20266,U16190,Shipped,F,2022-09-27,2022-09-28,,
O20297,U16213,Complete,F,2022-05-28,2022-05-31,2022-06-03,
O20299,U16214,Shipped,F,2022-11-10,2022-11-09,,
O20340,U16249,Shipped,F,2022-05-30,2022-05-28,,
O20381,U16279,Processing,F,2023-06-28,,,
O20384,U16280,Returned,F,2022-06-18,2022-06-19,2022-06-20,2022-06-20
O20401,U16292,Complete,F,2020-03-21,2020-03-23,2020-03-25,
O20411,U16304,Shipped,F,2022-06-30,2022-07-02,,
O20429,U16320,Cancelled,F,2023-02-17,,,
O20438,U16325,Processing,F,2022-10-16,,,
O20440,U16327,Complete,F,2021-07-01,2021-07-02,2021-07-04,
O20448,U16331,Shipped,F,2023-03-21,2023-03-20,,
O20500,U16372,Processing,F,2021-04-15,,,
O20531,U16393,Shipped,F,2020-03-14,2020-03-15,,
O20551,U16410,Complete,F,2022-09-12,2022-09-14,2022-09-19,
O20564,U16419,Processing,F,2020-09-25,,,
O20592,U16435,Returned,F,2022-08-31,2022-09-02,2022-09-04,2022-09-04
O20601,U16439,Shipped,F,2022-02-17,2022-02-15,,
O20602,U16439,Processing,F,2022-12-07,,,
O20611,U16448,Shipped,F,2023-04-08,2023-04-09,,
O20623,U16457,Processing,F,2023-06-25,,,
O20636,U16466,Shipped,F,2020-11-28,2020-11-29,,
O2064,U1656,Shipped,F,2023-05-18,2023-05-17,,
O20654,U16473,Processing,F,2022-11-22,,,
O20675,U16494,Shipped,F,2020-08-28,2020-08-31,,
O20693,U16505,Shipped,F,2020-10-26,2020-10-25,,
O20709,U16513,Shipped,F,2023-01-10,2023-01-10,,
O20729,U16531,Shipped,F,2023-03-13,2023-03-11,,
O20746,U16549,Shipped,F,2023-05-13,2023-05-13,,
O20747,U16550,Returned,F,2023-03-07,2023-03-07,2023-03-08,2023-03-08
O20762,U16561,Shipped,F,2022-05-17,2022-05-18,,
O20779,U16576,Complete,F,2022-09-28,2022-10-01,2022-10-03,
O208,U167,Complete,F,2023-05-13,2023-05-15,2023-05-15,
O20810,U16603,Complete,F,2023-05-28,2023-05-29,2023-06-01,
O20819,U16615,Complete,F,2023-06-14,2023-06-14,2023-06-18,
O20857,U16647,Shipped,F,2020-11-26,2020-11-28,,
O20863,U16653,Processing,F,2020-11-19,,,
O20865,U16654,Shipped,F,2023-05-15,2023-05-15,,
O20898,U16675,Complete,F,2022-06-29,2022-06-29,2022-07-04,
O20918,U16692,Shipped,F,2022-08-17,2022-08-14,,
O20919,U16693,Shipped,F,2023-02-03,2023-01-31,,
O20920,U16694,Processing,F,2022-08-02,,,
O20925,U16697,Complete,F,2022-02-08,2022-02-07,2022-02-08,
O20945,U16714,Complete,F,2022-11-25,2022-11-25,2022-11-30,
O20961,U16728,Shipped,F,2022-12-06,2022-12-07,,
O20995,U16756,Complete,F,2023-01-01,2023-01-01,2023-01-05,
O20998,U16759,Complete,F,2023-03-14,2023-03-13,2023-03-17,
O21013,U16774,Cancelled,F,2022-09-07,,,
O21040,U16802,Processing,F,2021-04-26,,,
O21063,U16814,Shipped,F,2023-03-09,2023-03-11,,
O21106,U16847,Shipped,F,2020-10-30,2020-10-27,,
O21111,U16853,Complete,F,2023-01-03,2023-01-05,2023-01-06,
O21130,U16868,Processing,F,2023-07-01,,,
O21155,U16891,Cancelled,F,2022-08-14,,,
O21160,U16894,Shipped,F,2022-07-03,2022-07-03,,
O21182,U16914,Processing,F,2022-11-05,,,
O2119,U1693,Complete,F,2022-05-20,2022-05-21,2022-05-25,
O21207,U16933,Complete,F,2021-10-07,2021-10-08,2021-10-09,
O21212,U16937,Complete,F,2023-03-09,2023-03-10,2023-03-15,
O21243,U16964,Complete,F,2023-06-03,2023-06-04,2023-06-04,
O21251,U16970,Processing,F,2023-02-28,,,
O21301,U17008,Complete,F,2022-01-21,2022-01-20,2022-01-22,
O21302,U17009,Cancelled,F,2023-06-22,,,
O21303,U17009,Complete,F,2023-06-10,2023-06-10,2023-06-11,
O21304,U17009,Complete,F,2023-06-18,2023-06-18,2023-06-23,
O21372,U17066,Cancelled,F,2023-05-27,,,
O21399,U17088,Processing,F,2023-06-23,,,
O21408,U17094,Shipped,F,2022-12-04,2022-12-05,,
O21409,U17094,Complete,F,2022-04-24,2022-04-25,2022-04-26,
O21412,U17095,Cancelled,F,2022-12-16,,,
O21417,U17099,Complete,F,2020-12-26,2020-12-26,2020-12-28,
O21423,U17103,Cancelled,F,2021-06-10,,,
O21426,U17106,Shipped,F,2021-12-23,2021-12-23,,
O21432,U17112,Complete,F,2023-05-04,2023-05-01,2023-05-02,
O21455,U17128,Shipped,F,2023-04-19,2023-04-20,,
O21463,U17133,Processing,F,2022-06-12,,,
O21465,U17135,Processing,F,2023-05-13,,,
O21474,U17144,Processing,F,2023-05-19,,,
O21480,U17150,Shipped,F,2023-03-24,2023-03-26,,
O21510,U17168,Shipped,F,2023-03-30,2023-03-31,,
O21519,U17173,Processing,F,2020-10-27,,,
O21524,U17178,Complete,F,2019-08-20,2019-08-22,2019-08-25,
O21566,U17214,Complete,F,2022-03-14,2022-03-13,2022-03-17,
O21567,U17214,Processing,F,2020-10-21,,,
O21575,U17220,Returned,F,2021-10-10,2021-10-07,2021-10-09,2021-10-09
O21589,U17232,Shipped,F,2023-01-28,2023-01-29,,
O21603,U17237,Complete,F,2021-03-20,2021-03-18,2021-03-23,
O21636,U17262,Cancelled,F,2022-01-09,,,
O21654,U17278,Processing,F,2023-06-23,,,
O21655,U17278,Shipped,F,2023-06-16,2023-06-18,,
O217,U169,Shipped,F,2020-09-15,2020-09-17,,
O21703,U17317,Processing,F,2022-10-27,,,
O21719,U17327,Processing,F,2022-06-05,,,
