order_item_id,order_id,product_id,created_at,shipped_at,delivered_at,returned_at,sale_price
OI43279,O29772,P005,2022-05-24,2022-05-21,,,30.0
OI48597,O33439,P001,2021-11-08,2021-11-05,,,39.5
OI50906,O34976,P005,2023-05-29,2023-06-01,,,30.0
OI71502,O49205,P001,2022-11-16,2022-11-16,,,39.5
OI76942,O52959,P001,2022-10-16,2022-10-13,,,39.5
OI102180,O70463,P004,2023-03-25,2023-03-26,,,25.0
OI126832,O87498,P001,2023-06-28,2023-06-30,,,39.5
OI138311,O95378,P004,2021-08-23,2021-08-26,,,25.0
OI145982,O100619,P001,2021-09-23,2021-09-20,,,39.5
OI158231,O109045,P007,2023-04-03,2023-04-05,,,39.5
OI164579,O113400,P004,2022-10-20,2022-10-20,,,25.0
OI180908,O124650,P002,2022-10-20,2022-10-18,,,39.5
OI11996,O8254,P011,2022-11-10,2022-11-11,2022-11-14,,39.5
OI34945,O24038,P011,2023-06-07,2023-06-08,2023-06-11,,39.5
OI68710,O47328,P002,2023-06-28,2023-06-27,2023-06-28,,39.5
OI72231,O49708,P011,2021-03-21,2021-03-21,2021-03-22,,39.5
OI75508,O51987,P001,2022-09-23,2022-09-21,2022-09-25,,39.5
OI78149,O53808,P002,2021-10-02,2021-10-05,2021-10-08,,39.5
OI105673,O72922,P002,2021-11-29,2021-11-27,2021-11-27,,39.5
OI128628,O88745,P001,2023-06-10,2023-06-13,2023-06-16,,39.5
OI140410,O96795,P002,2023-04-05,2023-04-06,2023-04-07,,39.5
OI165879,O114288,P011,2020-07-26,2020-07-27,2020-07-31,,39.5
OI51615,O35445,P004,2020-07-03,2020-07-04,2020-07-08,2020-07-10,25.0
OI134081,O92513,P004,2022-03-17,2022-03-14,2022-03-17,2022-03-18,25.0
OI173493,O119501,P011,2022-10-05,2022-10-06,2022-10-10,2022-10-11,39.5
OI174470,O120194,P004,2022-09-09,2022-09-11,2022-09-14,2022-09-17,25.0
OI23718,O16313,P001,2022-12-01,,,,39.5
OI30768,O21155,P007,2022-08-14,,,,39.5
OI42485,O29229,P002,2023-01-26,,,,39.5
OI51106,O35111,P004,2023-06-14,,,,25.0
OI54723,O37621,P002,2022-12-11,,,,39.5
OI63748,O43825,P011,2022-11-17,,,,39.5
OI112073,O77315,P004,2023-05-13,,,,25.0
OI134063,O92502,P007,2023-03-27,,,,39.5
OI136993,O94494,P011,2021-03-27,,,,39.5
OI141832,O97783,P007,2023-06-30,,,,39.5
OI161405,O111238,P011,2022-08-28,,,,39.5
OI1396,O938,P011,2022-01-31,,,,39.5
OI9125,O6239,P004,2022-12-27,,,,25.0
OI51410,O35316,P001,2022-01-31,,,,39.5
OI74599,O51358,P005,2020-07-12,,,,30.0
OI78450,O54013,P001,2022-05-25,,,,39.5
OI93887,O64769,P004,2023-02-03,,,,25.0
OI94777,O65398,P004,2023-04-08,,,,25.0
OI99094,O68339,P011,2022-12-18,,,,39.5
OI100985,O69605,P001,2022-06-22,,,,39.5
OI9513,O6501,P004,2022-07-08,2022-07-06,,,25.0
OI15280,O10537,P011,2022-05-01,2022-05-01,,,49.5
OI38582,O26545,P001,2022-12-09,2022-12-10,,,49.5
OI52934,O36366,P011,2023-02-28,2023-03-02,,,49.5
OI54002,O37102,P011,2022-12-13,2022-12-14,,,49.5
OI56737,O38988,P006,2023-04-30,2023-05-02,,,35.0
OI64844,O44613,P007,2023-01-18,2023-01-21,,,40.0
OI87511,O60356,P001,2023-03-08,2023-03-10,,,49.5
OI98351,O67847,P008,2020-02-08,2020-02-10,,,40.0
OI117853,O81317,P001,2022-09-08,2022-09-09,,,49.5
OI174254,O120036,P006,2023-06-16,2023-06-18,,,35.0
OI175602,O120973,P004,2022-07-26,2022-07-27,,,25.0
OI16782,O11563,P006,2023-04-17,2023-04-19,2023-04-19,,35.0
OI17995,O12389,P011,2023-05-07,2023-05-07,2023-05-10,,49.5
OI33951,O23331,P005,2023-02-28,2023-02-26,2023-03-03,,30.0
OI34658,O23832,P001,2020-11-17,2020-11-19,2020-11-23,,49.5
OI61592,O42346,P001,2022-09-27,2022-09-28,2022-10-01,,49.5
OI64692,O44497,P004,2021-08-19,2021-08-18,2021-08-19,,25.0
OI87054,O60034,P006,2022-01-03,2022-01-01,2022-01-03,,35.0
OI90243,O62250,P001,2022-11-13,2022-11-12,2022-11-12,,49.5
OI125368,O86500,P007,2019-11-16,2019-11-17,2019-11-21,,40.0
OI147530,O101686,P011,2022-02-01,2022-02-01,2022-02-04,,49.5
OI149636,O103135,P006,2023-06-16,2023-06-15,2023-06-18,,35.0
OI150579,O103764,P001,2023-06-27,2023-06-28,2023-07-01,,49.5
OI156738,O108012,P008,2023-06-21,2023-06-22,2023-06-23,,40.0
OI176792,O121809,P006,2021-09-04,2021-09-06,2021-09-10,,35.0
OI12358,O8495,P005,2022-11-25,2022-11-26,2022-11-29,2022-12-02,30.0
OI23093,O15878,P004,2020-08-04,2020-08-05,2020-08-05,2020-08-06,25.0
OI50769,O34893,P007,2023-01-03,2023-01-01,2023-01-04,2023-01-04,40.0
OI54112,O37180,P006,2021-12-13,2021-12-16,2021-12-19,2021-12-20,35.0
OI113797,O78493,P006,2020-05-23,2020-05-23,2020-05-24,2020-05-25,35.0
OI118346,O81659,P006,2023-05-12,2023-05-14,2023-05-16,2023-05-17,35.0
OI18187,O12524,P006,2020-09-01,,,,35.0
OI41516,O28571,P008,2022-07-27,,,,40.0
OI73140,O50341,P001,2021-06-01,,,,49.5
OI85415,O58871,P001,2023-03-15,,,,49.5
OI96309,O66455,P001,2022-12-13,,,,49.5
OI105356,O72688,P008,2023-04-10,,,,40.0
OI125370,O86502,P006,2023-01-09,,,,35.0
OI138280,O95356,P005,2022-06-25,,,,30.0
OI152351,O104968,P001,2023-01-08,,,,49.5
OI154275,O106282,P006,2023-03-25,,,,35.0
OI171966,O118419,P004,2021-12-11,,,,25.0
OI175748,O121084,P006,2022-10-17,,,,35.0
OI1703,O1147,P001,2019-08-27,,,,49.5
OI7204,O4931,P005,2019-10-01,,,,30.0
OI22174,O15264,P011,2023-04-05,,,,49.5
OI86280,O59504,P001,2023-05-26,,,,49.5
OI156048,O107529,P001,2022-06-22,,,,49.5
OI159434,O109866,P004,2023-03-17,,,,25.0
OI162389,O111905,P006,2022-07-25,,,,35.0
OI177579,O122348,P007,2023-04-28,,,,40.0
OI45,O29,P004,2023-04-14,2023-04-14,,,25.0
OI1565,O1060,P009,2022-06-22,2022-06-24,,,30.0
OI4614,O3141,P005,2020-07-26,2020-07-26,,,30.0
OI11139,O7644,P007,2020-07-30,2020-07-31,,,40.0
OI19477,O13399,P001,2023-06-26,2023-06-26,,,59.5
OI22016,O15149,P004,2022-02-04,2022-02-04,,,25.0
OI27764,O19069,P004,2023-02-08,2023-02-06,,,25.0
OI30352,O20865,P007,2023-05-15,2023-05-15,,,40.0
OI40874,O28125,P001,2021-12-23,2021-12-24,,,59.5
OI41706,O28712,P005,2022-03-21,2022-03-20,,,30.0
OI44325,O30475,P001,2023-04-28,2023-04-29,,,59.5
OI57406,O39425,P005,2021-12-25,2021-12-28,,,30.0
OI61646,O42384,P003,2023-04-28,2023-04-29,,,59.5
OI61782,O42476,P001,2022-05-12,2022-05-13,,,59.5
OI61946,O42586,P001,2022-02-02,2022-02-04,,,59.5
OI68191,O46986,P006,2020-06-04,2020-06-06,,,35.0
OI80327,O55335,P001,2023-04-20,2023-04-16,,,59.5
OI82714,O56970,P001,2022-10-10,2022-10-12,,,59.5
OI96756,O66756,P004,2021-10-04,2021-10-05,,,25.0
OI98216,O67749,P007,2022-10-31,2022-10-31,,,40.0
OI99812,O68817,P001,2023-06-17,2023-06-19,,,59.5
OI116819,O80586,P007,2019-05-16,2019-05-18,,,40.0
OI117405,O81011,P001,2023-04-13,2023-04-12,,,59.5
OI120825,O83351,P007,2021-09-06,2021-09-04,,,40.0
OI125706,O86715,P007,2023-06-23,2023-06-26,,,40.0
OI126396,O87185,P001,2021-03-06,2021-03-07,,,59.5
OI127113,O87683,P011,2022-04-12,2022-04-15,,,55.0
OI129951,O89672,P007,2022-08-05,2022-08-08,,,40.0
OI130711,O90187,P005,2023-04-12,2023-04-14,,,30.0
OI142294,O98094,P011,2023-06-17,2023-06-16,,,55.0
OI154386,O106361,P009,2021-04-26,2021-04-25,,,30.0
OI155387,O107059,P011,2020-10-26,2020-10-27,,,55.0
OI158527,O109242,P011,2023-04-17,2023-04-19,,,55.0
OI166523,O114734,P001,2023-02-22,2023-02-22,,,59.5
OI168191,O115858,P001,2023-06-21,2023-06-18,,,59.5
OI168293,O115938,P007,2020-12-08,2020-12-08,,,40.0
OI174457,O120184,P011,2021-04-01,2021-04-03,,,55.0
OI6635,O4531,P001,2020-11-07,2020-11-05,2020-11-05,,59.5
OI10345,O7086,P001,2023-05-26,2023-05-22,2023-05-22,,59.5
OI13608,O9359,P004,2020-11-03,2020-11-05,2020-11-06,,25.0
OI19412,O13355,P001,2022-11-24,2022-11-26,2022-11-29,,59.5
OI19429,O13368,P009,2021-05-11,2021-05-11,2021-05-14,,30.0
OI24989,O17189,P001,2021-03-12,2021-03-13,2021-03-17,,59.5
OI25414,O17476,P001,2023-04-18,2023-04-20,2023-04-25,,59.5
OI28578,O19629,P001,2023-03-26,2023-03-26,2023-03-27,,59.5
OI30987,O21303,P011,2023-06-10,2023-06-10,2023-06-11,,55.0
OI32080,O22051,P007,2021-11-02,2021-11-02,2021-11-03,,40.0
OI44997,O30952,P007,2022-04-05,2022-04-06,2022-04-08,,40.0
OI54235,O37269,P006,2023-06-28,2023-07-01,2023-07-05,,35.0
OI57295,O39355,P001,2022-09-17,2022-09-16,2022-09-17,,59.5
OI60467,O41577,P004,2022-06-25,2022-06-23,2022-06-25,,25.0
OI60692,O41736,P004,2023-05-29,2023-05-29,2023-06-02,,25.0
OI62584,O43030,P001,2023-05-24,2023-05-27,2023-05-29,,59.5
OI64607,O44446,P011,2023-04-17,2023-04-16,2023-04-21,,55.0
OI75408,O51916,P011,2022-11-13,2022-11-13,2022-11-14,,55.0
OI86506,O59668,P011,2021-05-30,2021-06-01,2021-06-02,,55.0
OI87480,O60333,P007,2023-06-23,2023-06-24,2023-06-27,,40.0
OI88076,O60754,P005,2021-08-06,2021-08-05,2021-08-08,,30.0
OI91194,O62899,P004,2022-07-07,2022-07-06,2022-07-06,,25.0
OI120483,O83108,P001,2023-03-13,2023-03-16,2023-03-20,,59.5
OI129425,O89299,P011,2023-05-13,2023-05-16,2023-05-18,,55.0
OI151170,O104160,P004,2021-05-11,2021-05-13,2021-05-15,,25.0
OI152586,O105128,P011,2023-06-28,2023-06-30,2023-07-01,,55.0
OI155779,O107335,P006,2021-11-13,2021-11-13,2021-11-13,,35.0
OI162894,O112273,P006,2022-09-11,2022-09-10,2022-09-13,,35.0
OI163126,O112436,P007,2023-06-28,2023-06-30,2023-07-05,,40.0
OI174604,O120290,P001,2022-03-26,2022-03-27,2022-03-29,,59.5
OI14270,O9833,P001,2022-02-28,2022-03-02,2022-03-06,2022-03-07,59.5
OI27241,O18716,P007,2020-04-15,2020-04-15,2020-04-17,2020-04-19,40.0
OI29003,O19919,P005,2022-10-27,2022-10-26,2022-10-28,2022-10-30,30.0
OI36108,O24821,P004,2023-03-25,2023-03-25,2023-03-30,2023-03-31,25.0
OI42039,O28939,P011,2022-11-23,2022-11-26,2022-11-29,2022-11-29,55.0
OI53944,O37063,P011,2023-01-19,2023-01-17,2023-01-18,2023-01-19,55.0
OI67258,O46325,P007,2022-07-17,2022-07-18,2022-07-23,2022-07-24,40.0
OI102148,O70440,P001,2021-11-13,2021-11-12,2021-11-13,2021-11-14,59.5
OI121927,O84122,P001,2023-02-12,2023-02-14,2023-02-18,2023-02-21,59.5
OI27187,O18685,P007,2022-08-15,,,,40.0
OI41535,O28584,P001,2023-05-24,,,,59.5
OI44056,O30280,P004,2023-04-17,,,,25.0
OI48728,O33533,P003,2020-06-25,,,,59.5
OI50009,O34389,P007,2023-03-15,,,,40.0
OI56929,O39106,P011,2019-12-26,,,,55.0
OI65206,O44862,P001,2023-01-17,,,,59.5
OI65229,O44882,P001,2021-04-19,,,,59.5
OI79285,O54585,P004,2021-08-01,,,,25.0
OI89313,O61620,P001,2021-12-10,,,,59.5
OI107343,O74066,P006,2022-10-13,,,,35.0
OI136894,O94429,P001,2020-03-07,,,,59.5
OI145484,O100285,P001,2021-09-16,,,,59.5
OI148415,O102305,P001,2023-04-18,,,,59.5
OI150343,O103607,P006,2023-04-29,,,,35.0
OI151543,O104420,P001,2021-10-18,,,,59.5
OI153456,O105728,P006,2022-07-05,,,,35.0
OI157266,O108372,P005,2023-06-30,,,,30.0
OI16655,O11478,P007,2023-01-16,,,,40.0
OI22895,O15744,P009,2023-04-28,,,,30.0
OI23000,O15814,P011,2022-01-04,,,,55.0
OI23100,O15883,P005,2023-01-08,,,,30.0
OI24928,O17155,P005,2022-03-11,,,,30.0
OI35395,O24350,P004,2019-11-16,,,,25.0
OI50124,O34467,P011,2022-06-22,,,,55.0
OI50871,O34955,P007,2021-10-30,,,,40.0
OI54631,O37555,P005,2022-11-20,,,,30.0
OI65542,O45115,P007,2020-04-02,,,,40.0
OI67858,O46747,P004,2020-04-13,,,,25.0
OI76604,O52739,P005,2023-05-06,,,,30.0
OI82400,O56755,P004,2021-07-10,,,,25.0
OI91565,O63173,P011,2021-07-11,,,,55.0
OI105369,O72696,P005,2023-05-20,,,,30.0
OI107232,O73987,P001,2020-07-05,,,,59.5
OI115849,O79900,P006,2023-06-15,,,,35.0
OI125354,O86492,P006,2021-08-29,,,,35.0
OI139738,O96344,P007,2021-11-02,,,,40.0
OI140501,O96851,P004,2021-10-08,,,,25.0
OI140517,O96857,P001,2022-08-13,,,,59.5
OI141218,O97352,P005,2022-05-09,,,,30.0
OI146190,O100773,P004,2022-05-03,,,,25.0
OI161790,O111504,P007,2023-05-14,,,,40.0
OI165839,O114259,P001,2022-04-07,,,,59.5
OI180369,O124282,P001,2023-03-11,,,,59.5
OI21490,O14785,P008,2020-08-21,2020-08-23,,,40.0
OI22099,O15209,P008,2021-11-19,2021-11-20,,,40.0
OI108080,O74546,P008,2023-02-10,2023-02-12,,,40.0
OI112937,O77898,P008,2020-11-14,2020-11-15,,,40.0
OI127653,O88062,P008,2023-03-21,2023-03-22,,,40.0
OI156794,O108045,P008,2022-07-12,2022-07-12,,,40.0
OI27888,O19159,P008,2020-03-17,2020-03-18,2020-03-18,,40.0
OI176144,O121363,P008,2021-08-31,2021-09-03,2021-09-07,,40.0
OI174832,O120442,P008,2022-09-29,,,,40.0
OI9175,O6268,P010,2023-06-27,2023-06-24,,,75.0
OI44441,O30566,P001,2022-03-15,2022-03-17,,,75.0
OI80883,O55719,P001,2023-06-22,2023-06-22,,,75.0
OI90771,O62611,P006,2020-10-27,2020-10-25,,,35.0
OI115593,O79717,P007,2022-07-19,2022-07-21,,,40.0
OI3574,O2437,P007,2019-12-30,2020-01-01,2020-01-03,,40.0
OI32930,O22652,P007,2022-09-02,2022-09-05,2022-09-07,,40.0
OI44394,O30532,P006,2023-06-14,2023-06-15,2023-06-18,,35.0
OI53273,O36598,P001,2022-07-06,2022-07-07,2022-07-10,,75.0
OI80930,O55752,P006,2022-09-28,2022-09-25,2022-09-27,,35.0
OI85101,O58651,P010,2020-11-10,2020-11-08,2020-11-12,,75.0
OI92288,O63658,P010,2020-06-17,2020-06-18,2020-06-21,,75.0
OI124915,O86170,P010,2021-05-06,2021-05-08,2021-05-10,,75.0
OI93133,O64236,P010,2022-11-28,2022-11-29,2022-12-03,2022-12-05,75.0
OI154988,O106779,P010,2023-02-09,2023-02-09,2023-02-12,2023-02-13,75.0
OI176746,O121775,P010,2023-02-23,2023-02-23,2023-02-25,2023-02-25,75.0
OI12812,O8799,P006,2022-06-18,,,,35.0
OI86286,O59509,P010,2022-01-14,,,,75.0
OI109262,O75379,P010,2023-06-21,,,,75.0
OI130283,O89906,P010,2023-03-23,,,,75.0
OI131718,O90878,P006,2022-12-14,,,,35.0
OI151798,O104590,P010,2021-05-27,,,,75.0
OI10667,O7313,P007,2021-02-23,2021-02-23,,,40.0
OI17875,O12299,P008,2023-05-18,2023-05-17,,,40.0
OI26408,O18151,P007,2020-11-07,2020-11-07,,,40.0
OI65857,O45338,P007,2021-09-25,2021-09-25,,,40.0
OI72305,O49753,P007,2022-10-03,2022-10-05,,,40.0
OI89174,O61518,P004,2022-05-27,2022-05-27,,,25.0
OI96725,O66741,P007,2020-08-25,2020-08-27,,,40.0
OI125149,O86342,P007,2021-03-31,2021-04-01,,,40.0
OI128157,O88423,P004,2021-02-12,2021-02-12,,,25.0
OI161675,O111424,P007,2022-05-07,2022-05-07,,,40.0
OI173427,O119455,P007,2021-09-20,2021-09-20,,,40.0
OI12160,O8359,P007,2022-03-05,2022-03-06,2022-03-08,,40.0
OI18362,O12639,P007,2022-12-22,2022-12-23,2022-12-27,,40.0
OI19283,O13271,P008,2021-09-02,2021-09-04,2021-09-07,,40.0
OI19704,O13556,P007,2019-06-09,2019-06-11,2019-06-13,,40.0
OI30274,O20810,P004,2023-05-28,2023-05-29,2023-06-01,,25.0
OI30846,O21207,P011,2021-10-07,2021-10-08,2021-10-09,,55.0
OI40006,O27525,P007,2023-03-30,2023-04-01,2023-04-06,,40.0
OI51042,O35066,P011,2022-06-21,2022-06-22,2022-06-26,,55.0
OI55836,O38356,P008,2021-12-09,2021-12-10,2021-12-11,,40.0
OI70306,O48391,P007,2023-02-16,2023-02-16,2023-02-18,,40.0
OI76995,O53002,P007,2019-12-29,2019-12-31,2020-01-04,,40.0
OI91789,O63313,P007,2022-11-15,2022-11-14,2022-11-15,,40.0
OI103970,O71730,P007,2023-06-26,2023-06-26,2023-06-30,,40.0
OI108801,O75053,P007,2021-10-19,2021-10-19,2021-10-22,,40.0
OI111861,O77175,P007,2021-05-20,2021-05-21,2021-05-25,,40.0
OI143216,O98727,P007,2022-04-23,2022-04-24,2022-04-27,,40.0
OI160842,O110848,P007,2021-08-24,2021-08-23,2021-08-26,,40.0
OI3804,O2596,P007,2023-06-21,2023-06-21,2023-06-26,2023-06-27,40.0
OI123947,O85511,P004,2020-07-02,2020-07-02,2020-07-05,2020-07-07,25.0
OI133811,O92324,P007,2020-05-29,2020-05-29,2020-05-30,2020-05-30,40.0
OI139765,O96359,P004,2021-04-23,2021-04-24,2021-04-27,2021-04-29,25.0
OI145832,O100513,P007,2020-07-06,2020-07-06,2020-07-07,2020-07-10,40.0
OI170150,O117185,P007,2022-11-13,2022-11-12,2022-11-12,2022-11-14,40.0
OI31163,O21423,P007,2021-06-11,,,,40.0
OI32226,O22153,P004,2021-03-01,,,,25.0
OI55877,O38382,P004,2021-12-29,,,,25.0
OI83474,O57487,P007,2022-12-17,,,,40.0
OI89963,O62057,P004,2022-04-24,,,,25.0
OI106410,O73422,P007,2023-05-29,,,,40.0
OI107487,O74153,P007,2021-02-03,,,,40.0
OI144859,O99852,P007,2022-12-06,,,,40.0
OI169506,O116751,P007,2023-03-23,,,,40.0
OI3617,O2463,P007,2023-06-16,,,,40.0
OI5769,O3952,P007,2021-04-18,,,,40.0
OI7695,O5271,P007,2022-07-10,,,,40.0
OI39827,O27405,P007,2019-09-06,,,,40.0
OI43677,O30031,P004,2023-06-05,,,,25.0
OI48243,O33187,P008,2022-12-08,,,,40.0
OI82052,O56520,P007,2021-01-31,,,,40.0
OI85416,O58872,P008,2023-05-08,,,,40.0
OI121381,O83743,P011,2021-11-25,,,,55.0
OI124003,O85552,P008,2021-10-24,,,,40.0
OI35803,O24628,P011,2023-05-28,2023-05-29,2023-05-31,,55.0
OI87781,O60543,P011,2021-02-25,2021-02-26,2021-02-27,,55.0
OI41770,O28752,P011,2021-01-01,2020-12-30,2021-01-02,2021-01-03,55.0
OI41013,O28226,P011,2020-03-13,,,,55.0
OI74319,O51170,P011,2023-04-15,,,,55.0
OI20474,O14078,P007,2023-06-25,2023-06-27,,,40.0
OI22993,O15809,P007,2022-09-27,2022-09-27,,,40.0
OI35999,O24752,P007,2021-10-11,2021-10-13,,,40.0
OI55194,O37940,P007,2023-06-18,2023-06-15,,,40.0
OI78903,O54321,P009,2021-04-21,2021-04-23,,,30.0
OI116267,O80200,P007,2021-11-11,2021-11-10,,,40.0
OI150651,O103818,P009,2022-09-05,2022-09-07,,,30.0
OI37474,O25755,P007,2023-01-26,2023-01-28,2023-02-01,,40.0
OI61837,O42512,P009,2023-04-14,2023-04-14,2023-04-17,,30.0
OI75269,O51813,P007,2021-10-16,2021-10-16,2021-10-19,,40.0
OI171344,O118007,P009,2022-08-16,2022-08-15,2022-08-16,,30.0
OI49449,O34013,P009,2020-05-09,2020-05-10,2020-05-11,2020-05-13,30.0
OI96155,O66347,P009,2019-07-28,2019-07-30,2019-08-02,2019-08-04,30.0
OI177938,O122602,P009,2022-07-26,2022-07-26,2022-07-27,2022-07-29,30.0
OI33995,O23364,P009,2022-05-24,,,,30.0
OI58599,O40285,P009,2021-03-27,,,,30.0
OI95502,O65883,P009,2020-02-10,,,,30.0
OI105160,O72553,P009,2021-12-12,,,,30.0
OI123069,O84900,P007,2022-10-01,,,,40.0
OI180305,O124228,P009,2023-02-14,,,,30.0
OI34653,O23828,P009,2022-05-05,,,,30.0
OI81064,O55844,P009,2022-08-18,,,,30.0
OI104883,O72365,P007,2023-07-01,,,,40.0
OI2940,O1991,P001,2022-01-10,2022-01-11,,,99.0
OI4952,O3380,P011,2022-12-05,2022-12-07,,,55.0
OI10187,O6967,P001,2023-06-25,2023-06-23,,,99.0
OI16247,O11202,P009,2020-11-09,2020-11-11,,,30.0
OI16458,O11347,P007,2022-12-21,2022-12-21,,,40.0
OI18963,O13044,P001,2023-03-22,2023-03-24,,,99.0
OI28330,O19459,P001,2021-05-08,2021-05-10,,,99.0
OI45183,O31082,P011,2022-03-23,2022-03-22,,,55.0
OI62231,O42791,P001,2021-07-03,2021-07-03,,,99.0
OI72394,O49821,P011,2021-05-16,2021-05-18,,,55.0
OI72535,O49918,P008,2021-07-21,2021-07-24,,,40.0
OI78080,O53765,P011,2022-03-22,2022-03-19,,,55.0
OI82480,O56808,P001,2021-08-02,2021-08-04,,,99.0
OI85063,O58624,P011,2023-06-14,2023-06-16,,,55.0
OI86784,O59852,P008,2022-07-03,2022-07-01,,,40.0
OI91025,O62785,P009,2023-01-16,2023-01-17,,,30.0
OI93960,O64821,P010,2022-05-07,2022-05-09,,,99.0
OI102104,O70409,P007,2022-09-26,2022-09-29,,,40.0
OI111298,O76764,P007,2022-10-09,2022-10-06,,,40.0
OI117313,O80943,P008,2021-08-18,2021-08-16,,,40.0
OI127324,O87832,P001,2023-04-20,2023-04-20,,,99.0
OI134321,O92681,P010,2022-12-21,2022-12-18,,,99.0
OI136910,O94437,P008,2023-03-23,2023-03-26,,,40.0
OI157960,O108850,P001,2023-04-03,2023-03-30,,,99.0
OI157970,O108858,P001,2020-07-21,2020-07-22,,,99.0
OI161796,O111508,P001,2021-12-09,2021-12-09,,,99.0
OI168666,O116193,P001,2022-10-06,2022-10-06,,,99.0
OI30,O18,P011,2022-07-25,2022-07-22,2022-07-25,,55.0
OI6604,O4513,P007,2023-04-02,2023-04-04,2023-04-05,,40.0
OI26568,O18263,P011,2023-01-28,2023-01-30,2023-02-02,,55.0
OI44992,O30948,P007,2022-06-01,2022-05-28,2022-05-30,,40.0
OI51543,O35397,P011,2022-10-19,2022-10-21,2022-10-25,,55.0
OI79666,O54854,P001,2020-01-01,2020-01-03,2020-01-06,,99.0
OI86995,O59997,P001,2022-09-15,2022-09-15,2022-09-19,,99.0
OI92105,O63529,P001,2022-10-28,2022-10-29,2022-10-31,,99.0
OI95503,O65884,P001,2021-11-07,2021-11-07,2021-11-09,,99.0
OI110037,O75904,P010,2023-02-07,2023-02-09,2023-02-13,,99.0
OI125018,O86241,P007,2020-03-05,2020-03-07,2020-03-12,,40.0
OI132341,O91313,P010,2022-12-03,2022-12-01,2022-12-04,,99.0
OI139040,O95880,P008,2022-07-07,2022-07-05,2022-07-07,,40.0
OI146509,O100979,P001,2023-05-03,2023-05-06,2023-05-08,,99.0
OI146566,O101022,P007,2023-02-14,2023-02-15,2023-02-19,,40.0
OI146862,O101227,P009,2022-06-29,2022-06-29,2022-06-30,,30.0
OI179229,O123494,P001,2020-04-24,2020-04-23,2020-04-27,,99.0
OI16679,O11491,P001,2023-06-28,2023-06-29,2023-07-02,2023-07-03,99.0
OI81680,O56260,P011,2022-07-24,2022-07-26,2022-07-27,2022-07-28,55.0
OI90450,O62403,P011,2023-03-29,2023-03-29,2023-04-01,2023-04-01,55.0
OI93441,O64452,P010,2020-12-12,2020-12-14,2020-12-17,2020-12-18,99.0
OI106783,O73687,P010,2022-08-23,2022-08-22,2022-08-25,2022-08-26,99.0
OI125611,O86656,P001,2019-12-08,2019-12-09,2019-12-13,2019-12-15,99.0
OI50690,O34839,P007,2023-06-18,,,,40.0
OI69399,O47767,P001,2023-02-14,,,,99.0
OI71568,O49254,P011,2021-07-04,,,,55.0
OI92038,O63481,P010,2022-11-27,,,,99.0
OI105658,O72912,P001,2022-07-15,,,,99.0
OI106444,O73447,P001,2023-04-07,,,,99.0
OI118947,O82057,P001,2019-07-29,,,,99.0
OI150934,O104007,P007,2022-01-16,,,,40.0
OI156036,O107523,P011,2023-03-07,,,,55.0
OI171989,O118437,P001,2022-07-17,,,,99.0
OI8363,O5724,P010,2022-04-06,,,,99.0
OI25261,O17370,P007,2022-06-04,,,,40.0
OI40573,O27903,P010,2022-12-14,,,,99.0
OI43307,O29792,P011,2019-09-14,,,,55.0
OI46640,O32078,P001,2023-01-20,,,,99.0
OI54409,O37396,P009,2022-09-08,,,,30.0
OI62045,O42661,P007,2023-05-05,,,,40.0
OI76575,O52726,P008,2021-09-27,,,,40.0
OI92101,O63527,P011,2021-10-05,,,,55.0
OI93158,O64251,P001,2020-03-30,,,,99.0
OI95651,O65984,P007,2020-08-06,,,,40.0
OI131680,O90847,P001,2021-04-14,,,,99.0
OI132807,O91631,P001,2023-04-05,,,,99.0
OI175995,O121257,P010,2022-12-14,,,,99.0
OI180210,O124157,P001,2023-06-15,,,,99.0
OI2726,O1843,P007,2023-05-14,2023-05-15,,,40.0
OI18389,O12652,P007,2023-03-28,2023-03-30,,,40.0
OI26085,O17933,P007,2021-10-30,2021-10-30,,,40.0
OI120720,O83268,P007,2021-11-20,2021-11-22,,,40.0
OI28819,O19788,P007,2023-01-12,2023-01-13,2023-01-16,2023-01-19,40.0
OI19210,O13216,P007,2022-05-06,,,,40.0
OI60671,O41725,P007,2023-03-31,,,,40.0
OI26629,O18306,P004,2022-10-18,2022-10-20,,,25.0
OI49680,O34157,P005,2021-10-02,2021-09-29,,,30.0
OI124714,O86028,P004,2022-07-10,2022-07-12,,,25.0
OI157657,O108643,P005,2022-06-10,2022-06-13,2022-06-15,,30.0
OI180111,O124089,P005,2022-01-08,2022-01-05,2022-01-08,,30.0
OI32014,O22001,P004,2020-08-11,,,,25.0
OI73447,O50559,P004,2023-03-16,,,,25.0
OI85784,O59147,P005,2022-01-21,,,,30.0
OI132738,O91588,P005,2022-08-22,,,,30.0
OI44941,O30914,P004,2022-10-12,,,,25.0
OI48881,O33636,P004,2021-10-05,,,,25.0
OI101358,O69861,P005,2021-11-15,,,,30.0
OI115950,O79971,P004,2023-01-31,,,,25.0
OI7431,O5092,P009,2023-03-29,2023-03-30,,,30.0
OI116052,O80050,P009,2022-02-02,2022-02-04,,,30.0
OI6511,O4456,P009,2022-08-14,2022-08-11,2022-08-15,,30.0
OI49771,O34213,P009,2023-06-20,,,,30.0
OI71953,O49520,P009,2022-10-09,,,,30.0
OI45202,O31093,P011,2023-06-15,2023-06-16,,,55.0
